symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time,expiry_date
NIFTY2310518200PE,,2023-01-02,NSE,FO,,buy,false,50.000000,119.600000,87090762,1100000015586850,2023-01-02T09:51:32,2023-01-05
NIFTY2310518200PE,,2023-01-02,NSE,FO,,sell,false,50.000000,113.900000,87137544,1100000015649280,2023-01-02T09:54:27,2023-01-05
NIFTY2310518200PE,,2023-01-02,NSE,FO,,buy,false,50.000000,120.000000,87239361,1100000018013947,2023-01-02T10:02:27,2023-01-05
NIFTY2310518200PE,,2023-01-02,NSE,FO,,sell,false,50.000000,110.900000,87281952,1100000018072299,2023-01-02T10:05:18,2023-01-05
NIFTY2310518200PE,,2023-01-02,NSE,FO,,buy,false,50.000000,102.050000,88576567,1100000043294586,2023-01-02T12:34:19,2023-01-05
NIFTY2310518200PE,,2023-01-02,NSE,FO,,sell,false,50.000000,104.800000,88826514,1100000043354780,2023-01-02T13:02:01,2023-01-05
NIFTY2310518200CE,,2023-01-03,NSE,FO,,buy,false,50.000000,74.050000,419474,1000000003782757,2023-01-03T09:22:08,2023-01-05
NIFTY2310518200CE,,2023-01-03,NSE,FO,,sell,false,50.000000,69.000000,565891,1000000003851189,2023-01-03T09:26:13,2023-01-05
NIFTY2310518200PE,,2023-01-03,NSE,FO,,buy,false,50.000000,102.550000,86627564,1100000008760350,2023-01-03T09:30:52,2023-01-05
NIFTY2310518200PE,,2023-01-03,NSE,FO,,sell,false,50.000000,93.950000,86661684,1100000008995563,2023-01-03T09:31:46,2023-01-05
NIFTY2310518200CE,,2023-01-03,NSE,FO,,buy,false,50.000000,81.100000,822313,1000000008400923,2023-01-03T09:33:06,2023-01-05
NIFTY2310518200CE,,2023-01-03,NSE,FO,,sell,false,50.000000,104.800000,1891090,1000000008550079,2023-01-03T10:17:02,2023-01-05
NIFTY2310518100CE,,2023-01-04,NSE,FO,,buy,false,50.000000,89.400000,2571463,1000000021857600,2023-01-04T10:02:45,2023-01-05
NIFTY2310518100CE,,2023-01-04,NSE,FO,,sell,false,50.000000,102.150000,3298773,1000000021926378,2023-01-04T10:28:11,2023-01-05
NIFTY2310518000CE,,2023-01-04,NSE,FO,,buy,false,50.000000,97.300000,9410898,1000000096598656,2023-01-04T14:46:13,2023-01-05
NIFTY2310518000CE,,2023-01-04,NSE,FO,,sell,false,50.000000,90.000000,9468319,1000000096722324,2023-01-04T14:47:27,2023-01-05
NIFTY2310518000CE,,2023-01-04,NSE,FO,,buy,false,50.000000,86.800000,9776103,1000000099931046,2023-01-04T14:53:36,2023-01-05
NIFTY2310518000CE,,2023-01-04,NSE,FO,,sell,false,50.000000,100.200000,10427615,1000000100107137,2023-01-04T15:10:06,2023-01-05
NIFTY2310518000CE,,2023-01-05,NSE,FO,,buy,false,50.000000,75.150000,3735450,1000000027442326,2023-01-05T09:51:38,2023-01-05
NIFTY2310518000CE,,2023-01-05,NSE,FO,,sell,false,50.000000,68.650000,4363804,1000000027615367,2023-01-05T10:07:41,2023-01-05
NIFTY2310518100PE,,2023-01-05,NSE,FO,,buy,false,50.000000,90.600000,89997075,1100000039124789,2023-01-05T10:11:36,2023-01-05
NIFTY2310518100PE,,2023-01-05,NSE,FO,,sell,false,50.000000,76.000000,90107196,1100000039309764,2023-01-05T10:14:04,2023-01-05
NIFTY2311218100CE,,2023-01-06,NSE,FO,,buy,false,50.000000,83.050000,1445384,1000000017497402,2023-01-06T09:50:08,2023-01-12
NIFTY2311218100CE,,2023-01-06,NSE,FO,,sell,false,50.000000,67.000000,1655222,1000000017746131,2023-01-06T09:59:00,2023-01-12
NIFTY2311218000CE,,2023-01-06,NSE,FO,,buy,false,50.000000,95.050000,3592490,1000000053337750,2023-01-06T12:03:36,2023-01-12
NIFTY2311218000CE,,2023-01-06,NSE,FO,,sell,false,50.000000,78.450000,3878961,1000000053430370,2023-01-06T12:29:55,2023-01-12
NIFTY2311218000PE,,2023-01-10,NSE,FO,,buy,false,50.000000,141.650000,92259210,1100000091285716,2023-01-10T13:38:51,2023-01-12
NIFTY2311218000PE,,2023-01-10,NSE,FO,,sell,false,50.000000,131.000000,92672780,1100000091335788,2023-01-10T13:53:43,2023-01-12
NIFTY2311218000CE,,2023-01-11,NSE,FO,,buy,false,50.000000,35.250000,1082804,1000000009160989,2023-01-11T09:30:24,2023-01-12
NIFTY2311218000CE,,2023-01-11,NSE,FO,,sell,false,50.000000,32.350000,1192748,1000000009302075,2023-01-11T09:33:12,2023-01-12
NIFTY2311218000CE,,2023-01-11,NSE,FO,,buy,false,50.000000,38.850000,1396083,1000000012579663,2023-01-11T09:37:59,2023-01-12
NIFTY2311218000CE,,2023-01-11,NSE,FO,,buy,false,50.000000,38.900000,1396084,1000000012579663,2023-01-11T09:37:59,2023-01-12
NIFTY2311218000CE,,2023-01-11,NSE,FO,,sell,false,100.000000,55.700000,1846667,1000000013112559,2023-01-11T09:40:09,2023-01-12
NIFTY2311217900PE,,2023-01-11,NSE,FO,,buy,false,50.000000,66.950000,94008111,1100000107849806,2023-01-11T13:52:48,2023-01-12
NIFTY2311217900PE,,2023-01-11,NSE,FO,,sell,false,50.000000,78.950000,94324568,1100000107934234,2023-01-11T14:05:22,2023-01-12
NIFTY2311217800CE,,2023-01-12,NSE,FO,,buy,false,50.000000,108.800000,2851654,1000000026163533,2023-01-12T09:52:22,2023-01-12
NIFTY2311217800CE,,2023-01-12,NSE,FO,,sell,false,50.000000,99.000000,3253831,1000000026324883,2023-01-12T10:01:52,2023-01-12
NIFTY2311217800CE,,2023-01-12,NSE,FO,,buy,false,50.000000,73.350000,4444032,1000000040160888,2023-01-12T10:23:07,2023-01-12
NIFTY2311217800CE,,2023-01-12,NSE,FO,,sell,false,50.000000,64.350000,4591630,1000000040243227,2023-01-12T10:26:52,2023-01-12
NIFTY2311217800CE,,2023-01-12,NSE,FO,,buy,false,50.000000,44.450000,13666182,1000000130943472,2023-01-12T14:16:49,2023-01-12
NIFTY2311217800CE,,2023-01-12,NSE,FO,,sell,false,50.000000,57.650000,13891209,1000000131124732,2023-01-12T14:18:49,2023-01-12
NIFTY2311917900CE,,2023-01-13,NSE,FO,,buy,false,50.000000,100.600000,2511801,1000000039758867,2023-01-13T11:14:03,2023-01-19
NIFTY2311917900CE,,2023-01-13,NSE,FO,,sell,false,50.000000,94.500000,2542769,1000000039795146,2023-01-13T11:17:14,2023-01-19
NIFTY2311917900CE,,2023-01-13,NSE,FO,,buy,false,50.000000,99.600000,2585443,1000000041236775,2023-01-13T11:22:13,2023-01-19
NIFTY2311917900CE,,2023-01-13,NSE,FO,,sell,false,50.000000,94.000000,2667729,1000000041331818,2023-01-13T11:30:18,2023-01-19
NIFTY2311917800PE,,2023-01-13,NSE,FO,,buy,false,50.000000,103.800000,88737871,1100000053642160,2023-01-13T11:32:08,2023-01-19
NIFTY2311917800PE,,2023-01-13,NSE,FO,,sell,false,50.000000,93.000000,88926460,1100000053823376,2023-01-13T11:54:53,2023-01-19
NIFTY2311917900CE,,2023-01-16,NSE,FO,,buy,false,50.000000,155.450000,1800194,1000000025521921,2023-01-16T10:06:35,2023-01-19
NIFTY2311917900CE,,2023-01-16,NSE,FO,,sell,false,50.000000,148.800000,1809045,1000000025582521,2023-01-16T10:07:07,2023-01-19
NIFTY2311917900PE,,2023-01-16,NSE,FO,,buy,false,50.000000,69.150000,87876999,1100000030219097,2023-01-16T10:08:13,2023-01-19
NIFTY2311917900PE,,2023-01-16,NSE,FO,,sell,false,50.000000,61.900000,87910835,1100000030364493,2023-01-16T10:10:13,2023-01-19
NIFTY2311917900CE,,2023-01-16,NSE,FO,,buy,false,50.000000,157.750000,1895589,1000000026937239,2023-01-16T10:10:43,2023-01-19
NIFTY2311917900CE,,2023-01-16,NSE,FO,,sell,false,50.000000,140.000000,1999210,1000000027045044,2023-01-16T10:16:10,2023-01-19
NIFTY2311917900CE,,2023-01-16,NSE,FO,,buy,false,50.000000,104.650000,3788033,1000000058177985,2023-01-16T12:35:40,2023-01-19
NIFTY2311917900CE,,2023-01-16,NSE,FO,,sell,false,50.000000,101.950000,3938511,1000000058245458,2023-01-16T12:47:50,2023-01-19
NIFTY2311917900PE,,2023-01-16,NSE,FO,,buy,false,50.000000,98.250000,90232471,1100000075737130,2023-01-16T12:50:59,2023-01-19
NIFTY2311917900PE,,2023-01-16,NSE,FO,,sell,false,50.000000,93.000000,90355661,1100000075800460,2023-01-16T13:00:07,2023-01-19
NIFTY23JAN18100PE,,2023-01-20,NSE,FO,,buy,false,50.000000,88.350000,89860539,1100000059817692,2023-01-20T13:45:09,2023-01-25
NIFTY23JAN18100PE,,2023-01-20,NSE,FO,,buy,false,50.000000,88.350000,89860538,1100000059817692,2023-01-20T13:45:09,2023-01-25
NIFTY23JAN18100PE,,2023-01-20,NSE,FO,,sell,false,50.000000,85.200000,89897043,1100000059879136,2023-01-20T13:47:09,2023-01-25
NIFTY23JAN18100PE,,2023-01-20,NSE,FO,,sell,false,50.000000,85.150000,89897044,1100000059879136,2023-01-20T13:47:09,2023-01-25
NIFTY23JAN18100PE,,2023-01-20,NSE,FO,,buy,false,50.000000,84.750000,89942789,1100000061332213,2023-01-20T13:52:48,2023-01-25
NIFTY23JAN18100PE,,2023-01-20,NSE,FO,,buy,false,50.000000,84.850000,89942790,1100000061332213,2023-01-20T13:52:48,2023-01-25
NIFTY23JAN18100PE,,2023-01-20,NSE,FO,,sell,false,100.000000,115.050000,90229716,1100000061379014,2023-01-20T14:00:33,2023-01-25
NIFTY23JAN18200PE,,2023-01-23,NSE,FO,,buy,false,50.000000,103.950000,89192322,1100000041092447,2023-01-23T12:32:42,2023-01-25
NIFTY23JAN18200PE,,2023-01-23,NSE,FO,,sell,false,50.000000,100.000000,89201634,1100000041123435,2023-01-23T12:33:48,2023-01-25
NIFTY23JAN18200PE,,2023-01-23,NSE,FO,,buy,false,50.000000,103.250000,89219410,1100000041554957,2023-01-23T12:36:11,2023-01-25
NIFTY23JAN18200PE,,2023-01-23,NSE,FO,,buy,false,50.000000,103.250000,89219411,1100000041554957,2023-01-23T12:36:11,2023-01-25
NIFTY23JAN18200PE,,2023-01-23,NSE,FO,,sell,false,50.000000,101.750000,90023823,1100000041606613,2023-01-23T13:30:50,2023-01-25
NIFTY23JAN18200PE,,2023-01-23,NSE,FO,,sell,false,50.000000,101.700000,90023824,1100000041606613,2023-01-23T13:30:50,2023-01-25
NIFTY23JAN18200CE,,2023-01-24,NSE,FO,,buy,false,100.000000,55.700000,699608,1000000005860353,2023-01-24T09:31:16,2023-01-25
NIFTY23JAN18200CE,,2023-01-24,NSE,FO,,sell,false,100.000000,53.300000,1320735,1000000005977749,2023-01-24T09:53:35,2023-01-25
NIFTY23JAN18200PE,,2023-01-24,NSE,FO,,buy,false,100.000000,57.900000,87179641,1100000011090696,2023-01-24T09:53:49,2023-01-25
NIFTY23JAN18200PE,,2023-01-24,NSE,FO,,sell,false,100.000000,66.200000,87223172,1100000011291849,2023-01-24T09:53:57,2023-01-25
NIFTY23JAN18100CE,,2023-01-24,NSE,FO,,buy,false,50.000000,93.300000,3066348,1000000034736105,2023-01-24T11:23:27,2023-01-25
NIFTY23JAN18100CE,,2023-01-24,NSE,FO,,buy,false,50.000000,93.250000,3066347,1000000034736105,2023-01-24T11:23:27,2023-01-25
NIFTY23JAN18100CE,,2023-01-24,NSE,FO,,sell,false,100.000000,97.450000,3142690,1000000034787015,2023-01-24T11:30:30,2023-01-25
NIFTY23JAN17900CE,,2023-01-25,NSE,FO,,buy,false,50.000000,60.750000,6717192,1000000051438513,2023-01-25T11:17:32,2023-01-25
NIFTY23JAN17900CE,,2023-01-25,NSE,FO,,sell,false,50.000000,61.250000,6766601,1000000051517636,2023-01-25T11:18:45,2023-01-25
NIFTY23JAN18000PE,,2023-01-25,NSE,FO,,buy,false,100.000000,76.950000,95686501,1100000099207104,2023-01-25T12:53:39,2023-01-25
NIFTY23JAN18000PE,,2023-01-25,NSE,FO,,sell,false,100.000000,92.450000,96049996,1100000099285035,2023-01-25T13:08:37,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,buy,false,100.000000,112.900000,12307202,1000000096947549,2023-01-25T13:31:31,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,sell,false,50.000000,129.000000,12407407,1000000097198769,2023-01-25T13:32:19,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,sell,false,50.000000,129.000000,12407406,1000000097198769,2023-01-25T13:32:19,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,buy,false,100.000000,104.050000,15149198,1000000117326497,2023-01-25T14:36:01,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,sell,false,100.000000,99.000000,15219047,1000000117463550,2023-01-25T14:36:55,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,buy,false,100.000000,106.300000,15412417,1000000118980768,2023-01-25T14:40:24,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,sell,false,100.000000,98.650000,15431425,1000000119058084,2023-01-25T14:40:44,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,buy,false,50.000000,101.300000,15516414,1000000119583855,2023-01-25T14:41:59,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,buy,false,50.000000,101.300000,15516413,1000000119583855,2023-01-25T14:41:59,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,sell,false,100.000000,85.000000,15783422,1000000119665473,2023-01-25T14:46:55,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,buy,false,50.000000,93.550000,15883434,1000000121810750,2023-01-25T14:48:33,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,buy,false,50.000000,93.550000,15883433,1000000121810750,2023-01-25T14:48:33,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,sell,false,50.000000,86.950000,16637379,1000000121901236,2023-01-25T15:00:23,2023-01-25
NIFTY23JAN17800CE,,2023-01-25,NSE,FO,,sell,false,50.000000,87.000000,16637378,1000000121901236,2023-01-25T15:00:23,2023-01-25
NIFTY2320218000CE,,2023-01-27,NSE,FO,,buy,false,50.000000,101.450000,1255364,1000000020203622,2023-01-27T09:47:06,2023-02-02
NIFTY2320218000CE,,2023-01-27,NSE,FO,,buy,false,50.000000,101.450000,1255363,1000000020203622,2023-01-27T09:47:06,2023-02-02
NIFTY2320218000CE,,2023-01-27,NSE,FO,,sell,false,50.000000,98.000000,1297154,1000000020285632,2023-01-27T09:50:21,2023-02-02
NIFTY2320218000CE,,2023-01-27,NSE,FO,,sell,false,50.000000,98.000000,1297155,1000000020285632,2023-01-27T09:50:21,2023-02-02
NIFTY2320217900CE,,2023-01-27,NSE,FO,,buy,false,100.000000,123.200000,1552940,1000000025860475,2023-01-27T10:04:40,2023-02-02
NIFTY2320217900CE,,2023-01-27,NSE,FO,,sell,false,100.000000,117.000000,1613046,1000000025942668,2023-01-27T10:09:30,2023-02-02
NIFTY2320217800CE,,2023-01-27,NSE,FO,,buy,false,50.000000,115.600000,3872266,1000000074705389,2023-01-27T12:36:18,2023-02-02
NIFTY2320217800CE,,2023-01-27,NSE,FO,,buy,false,50.000000,115.600000,3872267,1000000074705389,2023-01-27T12:36:18,2023-02-02
NIFTY2320217800CE,,2023-01-27,NSE,FO,,sell,false,100.000000,110.700000,3899399,1000000074756991,2023-01-27T12:37:37,2023-02-02
NIFTY2320217800CE,,2023-01-27,NSE,FO,,buy,false,100.000000,114.250000,4019224,1000000077724335,2023-01-27T12:43:12,2023-02-02
NIFTY2320217800CE,,2023-01-27,NSE,FO,,sell,false,50.000000,110.000000,4219743,1000000077818209,2023-01-27T12:54:50,2023-02-02
NIFTY2320217800CE,,2023-01-27,NSE,FO,,sell,false,50.000000,110.000000,4219744,1000000077818209,2023-01-27T12:54:50,2023-02-02
NIFTY2320217700CE,,2023-01-30,NSE,FO,,buy,false,100.000000,119.850000,3445086,1000000060215828,2023-01-30T11:34:28,2023-02-02
NIFTY2320217700CE,,2023-01-30,NSE,FO,,sell,false,100.000000,117.000000,4257880,1000000060258439,2023-01-30T12:32:17,2023-02-02
NIFTY2320217400PE,,2023-01-30,NSE,FO,,buy,false,100.000000,124.000000,91439412,1100000100266895,2023-01-30T13:16:22,2023-02-02
NIFTY2320217400PE,,2023-01-30,NSE,FO,,sell,false,100.000000,121.450000,91449130,1100000100333129,2023-01-30T13:17:11,2023-02-02
NIFTY2320217400PE,,2023-01-30,NSE,FO,,buy,false,100.000000,115.350000,91519184,1100000101691471,2023-01-30T13:21:38,2023-02-02
NIFTY2320217400PE,,2023-01-30,NSE,FO,,sell,false,100.000000,112.000000,91579562,1100000101761920,2023-01-30T13:26:07,2023-02-02
NIFTY2320217400PE,,2023-01-30,NSE,FO,,buy,false,100.000000,121.800000,91802377,1100000107189684,2023-01-30T13:39:16,2023-02-02
NIFTY2320217400PE,,2023-01-30,NSE,FO,,sell,false,100.000000,127.850000,92440499,1100000107356143,2023-01-30T14:02:47,2023-02-02
NIFTY2320217800CE,,2023-01-31,NSE,FO,,buy,false,50.000000,112.200000,4491633,1000000075115734,2023-01-31T13:25:30,2023-02-02
NIFTY2320217800CE,,2023-01-31,NSE,FO,,buy,false,50.000000,112.200000,4491634,1000000075115734,2023-01-31T13:25:30,2023-02-02
NIFTY2320217800CE,,2023-01-31,NSE,FO,,sell,false,100.000000,108.000000,4520060,1000000075241923,2023-01-31T13:26:43,2023-02-02
NIFTY2320217600PE,,2023-01-31,NSE,FO,,buy,false,100.000000,104.650000,90843782,1100000093214359,2023-01-31T13:30:58,2023-02-02
NIFTY2320217600PE,,2023-01-31,NSE,FO,,sell,false,100.000000,99.000000,90860617,1100000093405036,2023-01-31T13:32:02,2023-02-02
NIFTY2320217800CE,,2023-01-31,NSE,FO,,buy,false,100.000000,111.650000,4727173,1000000079393684,2023-01-31T13:40:10,2023-02-02
NIFTY2320217800CE,,2023-01-31,NSE,FO,,sell,false,50.000000,107.700000,4768883,1000000079569183,2023-01-31T13:41:22,2023-02-02
NIFTY2320217800CE,,2023-01-31,NSE,FO,,sell,false,50.000000,107.700000,4768882,1000000079569183,2023-01-31T13:41:22,2023-02-02
NIFTY2320217600PE,,2023-01-31,NSE,FO,,buy,false,100.000000,96.850000,90981776,1100000096748784,2023-01-31T13:41:42,2023-02-02
NIFTY2320217600PE,,2023-01-31,NSE,FO,,sell,false,100.000000,91.850000,91082087,1100000096875582,2023-01-31T13:47:22,2023-02-02
NIFTY2320217700PE,,2023-02-01,NSE,FO,,buy,false,100.000000,63.200000,90343392,1100000074402505,2023-02-01T11:58:48,2023-02-02
NIFTY2320217700PE,,2023-02-01,NSE,FO,,sell,false,100.000000,64.200000,90449713,1100000074572611,2023-02-01T12:03:42,2023-02-02
NIFTY2320217700PE,,2023-02-01,NSE,FO,,buy,false,100.000000,67.650000,90587118,1100000079103832,2023-02-01T12:12:46,2023-02-02
NIFTY2320217700PE,,2023-02-01,NSE,FO,,sell,false,50.000000,82.500000,90670285,1100000079214512,2023-02-01T12:14:13,2023-02-02
NIFTY2320217700PE,,2023-02-01,NSE,FO,,sell,false,50.000000,82.550000,90670284,1100000079214512,2023-02-01T12:14:13,2023-02-02
NIFTY2320217700CE,,2023-02-01,NSE,FO,,buy,false,50.000000,87.550000,12572165,1000000154486946,2023-02-01T14:15:57,2023-02-02
NIFTY2320217700CE,,2023-02-01,NSE,FO,,buy,false,50.000000,87.550000,12572164,1000000154486946,2023-02-01T14:15:57,2023-02-02
NIFTY2320217700CE,,2023-02-01,NSE,FO,,sell,false,100.000000,82.000000,12581925,1000000154597189,2023-02-01T14:16:16,2023-02-02
NIFTY2320217700CE,,2023-02-01,NSE,FO,,buy,false,50.000000,63.000000,12956979,1000000158649147,2023-02-01T14:23:08,2023-02-02
NIFTY2320217700CE,,2023-02-01,NSE,FO,,buy,false,50.000000,63.000000,12956978,1000000158649147,2023-02-01T14:23:08,2023-02-02
NIFTY2320217700CE,,2023-02-01,NSE,FO,,sell,false,50.000000,59.000000,13081545,1000000158845481,2023-02-01T14:26:08,2023-02-02
NIFTY2320217700CE,,2023-02-01,NSE,FO,,sell,false,50.000000,59.000000,13081544,1000000158845481,2023-02-01T14:26:08,2023-02-02
NIFTY2320217700CE,,2023-02-01,NSE,FO,,buy,false,100.000000,65.000000,13117502,1000000160539139,2023-02-01T14:27:07,2023-02-02
NIFTY2320217700CE,,2023-02-01,NSE,FO,,sell,false,100.000000,59.000000,13143509,1000000160639706,2023-02-01T14:27:43,2023-02-02
NIFTY2320217500PE,,2023-02-01,NSE,FO,,buy,false,100.000000,50.250000,99484613,1100000184382516,2023-02-01T14:42:44,2023-02-02
NIFTY2320217500PE,,2023-02-01,NSE,FO,,sell,false,50.000000,87.300000,99781084,1100000184670307,2023-02-01T14:45:18,2023-02-02
NIFTY2320217500PE,,2023-02-01,NSE,FO,,sell,false,50.000000,87.250000,99781085,1100000184670307,2023-02-01T14:45:18,2023-02-02
NIFTY2320217700PE,,2023-02-02,NSE,FO,,buy,false,100.000000,127.900000,96041862,1100000127018338,2023-02-02T12:26:44,2023-02-02
NIFTY2320217700PE,,2023-02-02,NSE,FO,,sell,false,100.000000,145.800000,96240287,1100000127150233,2023-02-02T12:30:34,2023-02-02
NIFTY2320217500PE,,2023-02-02,NSE,FO,,buy,false,50.000000,23.450000,98805363,1100000161132137,2023-02-02T13:36:50,2023-02-02
NIFTY2320217500PE,,2023-02-02,NSE,FO,,buy,false,50.000000,23.450000,98805362,1100000161132137,2023-02-02T13:36:50,2023-02-02
NIFTY2320217500PE,,2023-02-02,NSE,FO,,sell,false,100.000000,42.450000,99194963,1100000161244395,2023-02-02T13:40:57,2023-02-02
NIFTY2320917700CE,,2023-02-03,NSE,FO,,buy,false,100.000000,107.400000,2833090,1000000040727847,2023-02-03T11:07:14,2023-02-09
NIFTY2320917700CE,,2023-02-03,NSE,FO,,sell,false,50.000000,103.050000,2847018,1000000040825510,2023-02-03T11:08:37,2023-02-09
NIFTY2320917700CE,,2023-02-03,NSE,FO,,sell,false,50.000000,103.000000,2847019,1000000040825510,2023-02-03T11:08:37,2023-02-09
NIFTY2320917500PE,,2023-02-03,NSE,FO,,buy,false,100.000000,83.200000,89223048,1100000054512629,2023-02-03T11:11:09,2023-02-09
NIFTY2320917500PE,,2023-02-03,NSE,FO,,sell,false,100.000000,81.350000,89257580,1100000054634787,2023-02-03T11:12:46,2023-02-09
NIFTY2320917700CE,,2023-02-03,NSE,FO,,buy,false,100.000000,105.100000,2948871,1000000042775766,2023-02-03T11:15:49,2023-02-09
NIFTY2320917700CE,,2023-02-03,NSE,FO,,sell,false,50.000000,102.000000,2958851,1000000042837371,2023-02-03T11:16:42,2023-02-09
NIFTY2320917700CE,,2023-02-03,NSE,FO,,sell,false,50.000000,102.000000,2958852,1000000042837371,2023-02-03T11:16:42,2023-02-09
NIFTY2320917500PE,,2023-02-03,NSE,FO,,buy,false,100.000000,82.550000,89373440,1100000057911436,2023-02-03T11:23:20,2023-02-09
NIFTY2320917500PE,,2023-02-03,NSE,FO,,sell,false,50.000000,89.700000,89624066,1100000058012287,2023-02-03T11:34:36,2023-02-09
NIFTY2320917500PE,,2023-02-03,NSE,FO,,sell,false,50.000000,89.650000,89624067,1100000058012287,2023-02-03T11:34:36,2023-02-09
NIFTY2320917700CE,,2023-02-03,NSE,FO,,buy,false,100.000000,111.300000,3717695,1000000055039387,2023-02-03T12:01:07,2023-02-09
NIFTY2320917700CE,,2023-02-03,NSE,FO,,sell,false,50.000000,133.650000,4399545,1000000055108308,2023-02-03T12:41:03,2023-02-09
NIFTY2320917700CE,,2023-02-03,NSE,FO,,sell,false,50.000000,133.600000,4399546,1000000055108308,2023-02-03T12:41:03,2023-02-09
NIFTY2320917700PE,,2023-02-06,NSE,FO,,buy,false,100.000000,75.400000,88085648,1100000031323192,2023-02-06T10:15:52,2023-02-09
NIFTY2320917700PE,,2023-02-06,NSE,FO,,sell,false,100.000000,101.100000,88383283,1100000031418972,2023-02-06T10:25:24,2023-02-09
NIFTY2320917800CE,,2023-02-07,NSE,FO,,buy,false,100.000000,97.000000,363161,1000000003796855,2023-02-07T09:21:34,2023-02-09
